,activity,x-axis,y-axis,z-axis
961250,Jogging,-5.09,6.78,-2.37
961251,Jogging,-2.6,-3.72,8.92
961252,Jogging,1.99,-11.11,-7.55
961253,Jogging,1.92,-0.57,0.27
961254,Jogging,0.38,12.3,-0.76
961255,Jogging,-7.4,19.53,-2.14
961256,Jogging,0.0,13.8,0.15
961257,Jogging,1.57,12.6,-2.53
961258,Jogging,5.48,8.77,9.89
961259,Jogging,10.5,4.06,4.44
961260,Jogging,5.9,0.31,1.95
961261,Jogging,7.21,7.08,-1.84
961262,Jogging,14.21,19.42,-9.19
961263,Jogging,-0.91,19.57,-3.26
961264,Jogging,-6.36,6.85,0.0
961265,Jogging,-2.18,-2.07,1.69
961266,Jogging,1.88,-12.49,0.5
961267,Jogging,0.65,-0.72,-0.65
961268,Jogging,0.61,7.5,-1.73
961269,Jogging,-11.54,19.57,-5.6
961270,Jogging,-1.61,17.12,3.06
961271,Jogging,6.09,16.86,8.31
961272,Jogging,5.05,9.72,-2.75
961273,Jogging,11.3,1.57,11.35
961274,Jogging,8.96,-1.04,2.83
961275,Jogging,2.79,0.72,1.76
961276,Jogging,11.22,16.55,-5.33
961277,Jogging,11.14,19.57,-7.21
961278,Jogging,-10.72,14.02,13.82
961279,Jogging,-3.83,5.22,-2.26
961280,Jogging,-3.3,-2.72,3.06
961281,Jogging,4.63,-8.05,-1.38
961282,Jogging,1.92,0.31,-0.72
961283,Jogging,-2.83,13.67,-1.88
961284,Jogging,-9.38,19.57,0.95
961285,Jogging,-2.18,16.55,1.23
961286,Jogging,1.95,11.92,6.05
961287,Jogging,6.78,6.51,8.43
961288,Jogging,8.77,3.72,6.59
961289,Jogging,5.56,-0.57,2.68
961290,Jogging,5.79,6.85,-0.72
961291,Jogging,10.95,19.53,-9.62
961292,Jogging,-0.95,19.53,-0.69
961293,Jogging,-7.21,9.34,6.85
961294,Jogging,-4.75,3.6,-1.76
961295,Jogging,0.15,-6.36,11.84
961296,Jogging,7.97,-4.44,-8.35
961297,Jogging,1.73,2.68,-2.98
961298,Jogging,-9.19,19.15,0.11
961299,Jogging,-5.82,18.39,3.6
961300,Jogging,2.22,15.6,-3.87
961301,Jogging,6.36,12.18,5.83
961302,Jogging,7.55,4.99,11.96
961303,Jogging,10.04,2.03,5.28
961304,Jogging,4.52,0.31,2.6
961305,Jogging,8.58,13.44,-1.99
961306,Jogging,12.11,19.57,-6.09
961307,Jogging,-8.35,16.89,11.18
961308,Jogging,-7.31,6.21,-2.6
961309,Jogging,-2.53,-1.5,3.21
961310,Jogging,-2.53,-1.5,3.21
961311,Jogging,7.59,-9.7,3.34
961312,Jogging,0.27,0.0,-0.95
961313,Jogging,-0.95,5.24,0.11
961314,Jogging,-10.57,19.57,-2.11
961315,Jogging,0.38,18.16,-0.23
961316,Jogging,2.41,16.63,-5.37
961317,Jogging,6.36,9.66,2.41
961318,Jogging,12.72,2.3,10.88
961319,Jogging,7.31,-1.31,2.18
961320,Jogging,4.06,1.31,0.46
961321,Jogging,11.3,16.89,-4.29
961322,Jogging,11.5,19.57,-5.09
961323,Jogging,-2.91,4.52,-2.3
961324,Jogging,-2.91,4.52,-2.3
961325,Jogging,-1.61,-5.71,7.5
961326,Jogging,8.28,-7.04,-4.99
961327,Jogging,0.19,0.84,-0.65
961328,Jogging,-3.83,17.35,0.34
961329,Jogging,-5.09,19.11,1.8
961330,Jogging,3.38,17.08,-2.56
961331,Jogging,8.73,14.98,1.61
961332,Jogging,12.64,5.43,5.52
961333,Jogging,9.72,-0.34,2.22
961334,Jogging,4.52,-1.65,2.11
961335,Jogging,11.37,13.29,-3.79
961336,Jogging,17.31,19.57,-9.19
961337,Jogging,-11.03,17.39,12.26
961338,Jogging,-5.48,7.27,-3.15
961339,Jogging,-2.72,-4.02,14.71
961340,Jogging,7.78,-9.53,-5.48
961341,Jogging,3.99,0.23,-3.17
961342,Jogging,-0.57,9.92,-3.95
961343,Jogging,-9.23,19.57,-1.04
961344,Jogging,-4.25,17.73,2.87
961345,Jogging,-1.88,10.95,5.28
961346,Jogging,4.25,7.78,5.09
961347,Jogging,8.31,5.79,4.63
961348,Jogging,8.08,0.57,4.18
961349,Jogging,5.86,5.71,-1.61
961350,Jogging,11.35,19.46,-9.92
961351,Jogging,-1.53,19.53,3.02
961352,Jogging,-9.47,9.62,2.22
961353,Jogging,-6.05,1.95,-2.6
961354,Jogging,-1.61,-9.11,12.07
961355,Jogging,4.82,-4.75,-8.66
961356,Jogging,1.27,0.53,0.19
961357,Jogging,-13.25,18.12,-12.83
961358,Jogging,-6.55,17.35,3.91
961359,Jogging,-4.02,18.81,3.17
961360,Jogging,2.34,12.87,8.47
961361,Jogging,7.27,5.37,4.86
961362,Jogging,10.88,1.54,5.52
961363,Jogging,2.34,0.5,0.69
961364,Jogging,8.35,16.32,-3.64
961365,Jogging,3.87,19.57,-7.7
961366,Jogging,-11.6,11.8,12.57
961367,Jogging,-4.86,4.14,-1.88
961368,Jogging,-3.49,-4.06,3.87
961369,Jogging,9.3,-8.58,-4.33
961370,Jogging,2.07,1.27,-1.53
961371,Jogging,-5.18,11.41,-0.46
961372,Jogging,-14.14,19.11,1.95
961373,Jogging,-8.5,16.51,4.48
961374,Jogging,-2.07,13.48,0.53
961375,Jogging,1.99,6.78,5.6
961376,Jogging,4.79,5.9,6.4
961377,Jogging,9.72,3.41,4.9
961378,Jogging,4.02,4.99,0.08
961379,Jogging,5.18,18.54,-7.74
961380,Jogging,-9.7,19.57,-0.53
961381,Jogging,-14.48,6.97,8.96
961382,Jogging,-4.56,2.15,-2.72
961383,Jogging,-0.91,-6.89,6.82
961384,Jogging,9.51,-4.02,-4.59
961385,Jogging,0.65,1.69,-1.18
961386,Jogging,-11.73,16.51,-2.6
961387,Jogging,-12.41,19.57,2.18
961388,Jogging,-4.63,19.53,1.46
961389,Jogging,4.52,15.89,7.97
961390,Jogging,6.32,8.2,6.36
961391,Jogging,8.77,1.73,2.56
961392,Jogging,7.31,-0.5,5.05
961393,Jogging,5.37,7.5,-1.92
961394,Jogging,6.97,19.57,-8.24
961395,Jogging,-7.97,19.57,-0.19
961396,Jogging,-13.17,6.93,9.23
961397,Jogging,-4.02,-0.76,-1.12
961398,Jogging,4.52,-10.31,11.22
961399,Jogging,3.3,-1.12,-4.71
961400,Jogging,-0.38,-0.19,-0.95
961401,Jogging,-13.4,16.59,-8.39
961402,Jogging,-8.81,19.57,1.76
961403,Jogging,-2.37,18.85,2.96
961404,Jogging,6.7,12.11,8.16
961405,Jogging,6.74,3.45,6.17
961406,Jogging,10.15,0.46,3.6
961407,Jogging,4.02,-0.72,2.18
961408,Jogging,7.5,10.99,-2.68
961409,Jogging,10.5,19.57,-12.3
961410,Jogging,-9.77,15.6,13.57
961411,Jogging,-4.44,6.89,-2.14
961412,Jogging,-2.3,0.46,-1.23
961413,Jogging,3.38,-11.45,5.9
961414,Jogging,2.96,-0.61,-2.64
961415,Jogging,2.26,0.65,-1.57
961416,Jogging,-14.02,19.04,-4.21
961417,Jogging,-9.66,18.39,2.03
961418,Jogging,-4.71,13.06,8.08
961419,Jogging,-2.14,11.35,-5.9
961420,Jogging,4.94,8.62,9.62
961421,Jogging,9.0,2.3,3.79
961422,Jogging,7.86,2.64,0.76
961423,Jogging,7.01,13.1,-1.73
961424,Jogging,-0.95,19.57,-8.39
961425,Jogging,-14.37,12.37,13.18
961426,Jogging,-5.98,2.72,-1.12
961427,Jogging,-2.22,-6.02,6.63
961428,Jogging,-2.22,-6.02,6.63
961429,Jogging,7.35,-6.17,-5.56
961430,Jogging,0.72,0.11,1.5
961431,Jogging,-13.57,16.21,-6.78
961432,Jogging,-8.5,19.57,1.99
961433,Jogging,-3.83,18.09,-0.8
961434,Jogging,3.99,15.09,8.54
961435,Jogging,8.16,4.06,6.36
961436,Jogging,10.19,1.14,3.57
961437,Jogging,3.76,0.19,1.76
961438,Jogging,8.35,11.8,-3.72
961439,Jogging,4.6,19.57,-11.88
961440,Jogging,-12.26,15.98,14.18
961441,Jogging,-5.05,5.75,-0.72
961442,Jogging,-2.6,-1.23,-1.12
961443,Jogging,3.41,-11.73,1.08
961444,Jogging,2.26,0.15,-0.15
961445,Jogging,-1.84,6.74,-4.1
961446,Jogging,-19.34,19.57,0.5
961447,Jogging,-9.89,15.43,4.21
961448,Jogging,0.89,10.0,8.58
961449,Jogging,-0.11,11.41,-5.05
961450,Jogging,10.04,6.28,12.87
961451,Jogging,8.96,0.46,2.6
961452,Jogging,5.18,1.65,0.46
961453,Jogging,8.28,17.62,-5.24
961454,Jogging,-2.34,19.57,-3.49
961455,Jogging,-12.56,13.33,13.06
961456,Jogging,-6.51,2.79,-1.65
961457,Jogging,-3.02,-7.44,5.71
961458,Jogging,7.21,-6.63,-4.1
961459,Jogging,2.87,1.92,-1.84
961460,Jogging,-9.62,16.44,-3.49
961461,Jogging,-11.54,17.92,0.93
961462,Jogging,-7.01,16.36,2.49
961463,Jogging,-1.8,18.73,1.33
961464,Jogging,5.09,8.89,10.46
961465,Jogging,5.94,5.18,5.43
961466,Jogging,5.98,0.89,3.26
961467,Jogging,5.6,3.72,-0.53
961468,Jogging,6.89,18.09,-6.78
961469,Jogging,-5.82,19.57,-4.02
961470,Jogging,-13.53,11.03,12.95
961471,Jogging,-5.2,2.49,-2.03
961472,Jogging,-2.6,-8.54,8.92
961473,Jogging,6.63,-7.78,-1.95
961474,Jogging,0.08,-1.27,1.99
961475,Jogging,-9.89,13.53,-4.21
961476,Jogging,-11.22,19.57,-1.23
961477,Jogging,-4.4,18.39,2.56
961478,Jogging,5.6,17.5,10.84
961479,Jogging,7.86,8.69,6.93
961480,Jogging,8.77,3.57,4.4
961481,Jogging,5.94,-1.31,1.88
961482,Jogging,4.25,0.0,-0.04
961483,Jogging,9.19,15.75,-9.77
961484,Jogging,-4.59,19.57,-2.03
961485,Jogging,-7.27,7.97,8.81
961486,Jogging,-3.53,1.69,-5.18
961487,Jogging,-0.3,-12.56,4.14
961488,Jogging,4.1,-1.18,-6.93
961489,Jogging,0.76,0.38,0.15
961490,Jogging,-11.41,15.17,-4.21
961491,Jogging,-11.41,15.17,-4.21
961492,Jogging,-11.22,19.53,3.21
961493,Jogging,-2.6,12.26,2.91
961494,Jogging,2.3,11.18,2.76
961495,Jogging,9.51,6.93,9.89
961496,Jogging,10.92,2.49,3.34
961497,Jogging,2.11,1.31,1.57
961498,Jogging,6.93,18.16,-8.66
961499,Jogging,-6.21,19.15,3.53
961500,Jogging,-10.23,8.85,4.18
961501,Jogging,-3.57,3.17,-2.34
961502,Jogging,-0.46,-9.34,11.56
961503,Jogging,-0.46,-9.34,11.56
961504,Jogging,0.04,0.72,-0.11
961505,Jogging,-10.8,16.04,-1.73
961506,Jogging,-10.72,19.46,1.5
961507,Jogging,-2.96,15.7,5.98
961508,Jogging,1.61,16.7,-0.46
961509,Jogging,7.08,7.4,11.88
961510,Jogging,12.87,2.64,1.46
961511,Jogging,6.4,0.04,4.21
961512,Jogging,4.44,10.04,-2.03
961513,Jogging,5.13,19.57,-11.84
961514,Jogging,-12.26,14.6,13.14
961515,Jogging,-5.2,5.37,-0.76
961516,Jogging,-1.69,-1.23,0.99
961517,Jogging,0.27,-12.11,-0.8
961518,Jogging,1.8,-1.31,-1.95
961519,Jogging,0.89,4.18,-3.11
961520,Jogging,-17.82,19.57,-5.52
961521,Jogging,-7.5,18.39,4.48
961522,Jogging,-1.92,17.16,10.27
961523,Jogging,-1.53,12.57,-5.2
961524,Jogging,12.53,4.21,9.0
961525,Jogging,10.42,2.96,4.02
961526,Jogging,2.56,3.41,1.27
961527,Jogging,2.83,18.5,-11.92
961528,Jogging,-13.95,19.34,-2.37
961529,Jogging,-13.25,5.22,9.89
961530,Jogging,-3.95,2.87,-1.69
961531,Jogging,-1.76,-5.6,4.21
961532,Jogging,8.81,-7.46,-5.9
961533,Jogging,0.93,0.8,0.0
961534,Jogging,-7.44,10.84,-8.08
961535,Jogging,-17.12,19.57,1.95
961536,Jogging,-7.86,18.2,8.66
961537,Jogging,-0.27,16.09,-5.9
961538,Jogging,4.56,7.82,11.11
961539,Jogging,11.8,6.44,3.87
961540,Jogging,6.78,0.53,3.53
961541,Jogging,3.79,2.98,-2.41
961542,Jogging,2.26,18.66,-10.38
961543,Jogging,-12.18,18.58,5.41
961544,Jogging,-10.08,6.24,5.79
961545,Jogging,-2.68,2.15,-2.11
961546,Jogging,-3.36,-7.12,1.8
961547,Jogging,9.15,-4.02,0.8
961548,Jogging,0.53,-0.89,1.04
961549,Jogging,-8.81,8.85,-0.38
961550,Jogging,-15.89,19.57,-1.27
961551,Jogging,-5.67,19.27,0.15
961552,Jogging,6.44,17.92,8.85
961553,Jogging,5.9,9.62,5.24
961554,Jogging,8.47,2.26,1.57
961555,Jogging,6.97,-1.18,4.33
961556,Jogging,5.05,6.21,0.08
961557,Jogging,4.06,19.53,-13.95
961558,Jogging,-10.04,19.04,5.18
961559,Jogging,-8.54,7.35,5.63
961560,Jogging,-3.36,0.53,-4.75
961561,Jogging,1.31,-10.57,11.41
961562,Jogging,2.64,-1.14,-7.08
961563,Jogging,0.69,0.15,0.72
961564,Jogging,0.69,0.15,0.72
961565,Jogging,-17.73,19.57,-1.31
961566,Jogging,-5.56,18.05,0.72
961567,Jogging,-1.38,9.38,7.08
961568,Jogging,4.44,12.41,5.9
961569,Jogging,11.73,3.87,6.32
961570,Jogging,5.37,0.72,2.56
961571,Jogging,3.06,10.12,-1.5
961572,Jogging,4.86,19.57,-8.58
961573,Jogging,-11.73,17.73,4.94
961574,Jogging,-9.34,4.63,2.68
961575,Jogging,-3.6,0.53,1.18
961576,Jogging,1.88,-10.65,5.56
961577,Jogging,3.83,0.23,-6.17
961578,Jogging,0.61,7.16,0.84
961579,Jogging,-12.37,19.57,-1.73
961580,Jogging,-2.98,15.32,1.54
961581,Jogging,0.76,18.7,-3.34
961582,Jogging,3.91,12.83,7.21
961583,Jogging,7.97,4.52,3.83
961584,Jogging,10.12,-1.04,3.21
961585,Jogging,5.33,-0.76,-1.46
961586,Jogging,9.04,12.68,-4.48
961587,Jogging,10.46,19.57,-11.03
961588,Jogging,-6.47,15.7,13.38
961589,Jogging,-3.83,7.31,-2.22
961590,Jogging,-2.49,-1.38,0.89
961591,Jogging,3.64,-10.95,-3.17
961592,Jogging,1.73,-0.76,-1.42
961593,Jogging,-1.57,10.0,-0.23
961594,Jogging,-9.58,19.57,0.69
961595,Jogging,-1.76,16.82,0.93
961596,Jogging,3.3,13.18,-0.69
961597,Jogging,6.93,10.99,7.25
961598,Jogging,9.89,3.99,3.79
961599,Jogging,8.2,-0.65,3.02
961600,Jogging,7.5,0.11,-2.64
961601,Jogging,11.96,16.86,-6.97
961602,Jogging,5.52,19.57,-7.16
961603,Jogging,-12.76,14.1,11.22
961604,Jogging,-3.26,4.21,-4.56
961605,Jogging,-2.22,-6.59,11.96
961606,Jogging,4.25,-5.94,-7.86
961607,Jogging,1.99,0.61,-1.38
961608,Jogging,-13.82,18.96,-4.82
961609,Jogging,-7.08,18.7,3.21
961610,Jogging,-2.3,9.89,4.37
961611,Jogging,1.18,12.72,3.99
961612,Jogging,4.56,10.0,3.95
961613,Jogging,7.74,2.96,4.94
961614,Jogging,7.78,-0.15,2.53
961615,Jogging,6.28,9.04,-3.17
961616,Jogging,4.67,19.57,-11.99
961617,Jogging,-13.06,18.35,9.28
961618,Jogging,-7.21,6.63,-2.14
961619,Jogging,-3.91,-1.08,-1.42
961620,Jogging,0.34,-9.92,6.13
961621,Jogging,3.95,-0.99,-6.59
961622,Jogging,0.72,-1.23,1.46
961623,Jogging,-11.03,13.4,-5.28
961624,Jogging,-13.76,19.57,2.37
961625,Jogging,-2.72,14.82,-1.53
961626,Jogging,6.21,14.9,8.47
961627,Jogging,9.51,6.85,7.06
961628,Jogging,8.66,1.23,1.42
961629,Jogging,6.63,-1.95,2.07
961630,Jogging,6.63,7.93,-0.76
961631,Jogging,5.79,19.53,-9.7
961632,Jogging,-8.27,19.23,5.67
961633,Jogging,-10.46,7.7,4.99
961634,Jogging,-5.79,-2.07,-4.29
961635,Jogging,4.86,-11.65,9.51
961636,Jogging,4.9,-1.57,-6.74
961637,Jogging,-1.84,3.02,2.76
961638,Jogging,-17.27,19.57,0.27
961639,Jogging,-2.98,18.12,-3.06
961640,Jogging,-0.91,14.82,-1.18
961641,Jogging,5.86,12.45,8.24
961642,Jogging,6.51,8.81,3.87
961643,Jogging,10.0,1.04,3.87
961644,Jogging,5.22,3.02,2.11
961645,Jogging,10.73,17.39,-8.69
961646,Jogging,3.06,19.57,-7.5
961647,Jogging,-12.3,12.76,14.63
961648,Jogging,-3.57,2.83,-3.53
961649,Jogging,0.76,-8.2,12.64
961650,Jogging,8.54,-3.68,-9.34
961651,Jogging,1.18,1.99,-1.57
961652,Jogging,-13.82,19.42,-1.57
961653,Jogging,-7.74,14.48,2.87
961654,Jogging,-7.35,14.9,2.37
961655,Jogging,-2.75,13.02,-1.46
961656,Jogging,2.49,9.62,11.26
961657,Jogging,10.65,5.98,6.66
961658,Jogging,6.51,1.57,2.83
961659,Jogging,4.14,9.47,-1.61
961660,Jogging,3.57,19.53,-10.27
961661,Jogging,-11.56,18.24,6.4
961662,Jogging,-9.96,5.67,1.57
961663,Jogging,-3.49,-0.11,1.12
961664,Jogging,4.94,-8.81,5.22
961665,Jogging,3.72,-1.73,-4.99
961666,Jogging,-0.5,2.3,0.99
961667,Jogging,-17.08,19.42,-5.82
961668,Jogging,-7.12,18.7,2.37
961669,Jogging,-1.69,18.05,-1.14
961670,Jogging,4.86,15.55,13.82
961671,Jogging,6.7,7.35,3.3
961672,Jogging,10.19,1.04,2.72
961673,Jogging,4.82,-0.91,2.6
961674,Jogging,7.67,10.42,-3.21
961675,Jogging,7.46,19.57,-13.72
961676,Jogging,-11.03,16.44,11.88
961677,Jogging,-6.24,5.09,-1.04
961678,Jogging,-2.26,-3.02,10.46
961679,Jogging,5.01,-7.01,-8.2
961680,Jogging,4.18,0.5,-2.37
961681,Jogging,0.11,6.97,-3.26
961682,Jogging,-15.01,19.57,2.26
961683,Jogging,-9.28,18.7,4.14
961684,Jogging,0.57,11.35,1.14
961685,Jogging,2.11,8.77,1.65
961686,Jogging,7.4,5.83,5.94
961687,Jogging,10.08,1.54,3.68
961688,Jogging,4.56,-0.46,1.54
961689,Jogging,6.59,15.24,-8.43
961690,Jogging,-0.91,19.57,-8.31
961691,Jogging,-12.18,12.45,15.89
961692,Jogging,-3.79,6.09,-3.72
961693,Jogging,-1.88,-2.14,2.68
961694,Jogging,6.97,-8.66,-2.22
961695,Jogging,3.57,-0.27,-3.34
961696,Jogging,-0.23,6.17,-1.8
961697,Jogging,-18.54,19.57,2.26
961698,Jogging,-6.17,14.14,3.41
961699,Jogging,-4.79,9.28,-1.46
961700,Jogging,-1.18,9.66,4.44
961701,Jogging,6.66,7.31,9.19
961702,Jogging,8.92,2.98,4.48
961703,Jogging,2.41,2.18,-0.53
961704,Jogging,1.88,17.31,-6.02
961705,Jogging,-13.33,19.57,-2.41
961706,Jogging,-13.1,7.35,12.53
961707,Jogging,-6.21,2.45,-5.2
961708,Jogging,-1.31,-6.66,8.69
961709,Jogging,10.34,-4.25,-8.31
961710,Jogging,3.68,3.21,-1.69
961711,Jogging,-10.53,14.86,-4.33
961712,Jogging,-10.53,14.86,-4.33
961713,Jogging,-14.9,19.04,2.96
961714,Jogging,-6.97,13.67,2.18
961715,Jogging,1.8,15.21,8.24
961716,Jogging,1.12,9.66,-0.57
961717,Jogging,8.43,3.64,10.84
961718,Jogging,7.12,1.18,2.37
961719,Jogging,5.13,10.42,-1.27
961720,Jogging,3.02,19.57,-7.25
961721,Jogging,-11.84,19.46,0.65
961722,Jogging,-12.41,4.29,9.7
961723,Jogging,-3.79,-1.27,-1.12
961724,Jogging,2.6,-13.53,9.23
961725,Jogging,2.34,-0.15,-5.09
961726,Jogging,-4.86,0.76,1.88
961727,Jogging,-17.77,19.57,-4.86
961728,Jogging,-5.79,19.57,3.06
961729,Jogging,1.88,18.92,1.61
961730,Jogging,3.99,12.18,-3.26
961731,Jogging,13.1,5.13,9.15
961732,Jogging,8.28,1.57,3.72
961733,Jogging,2.15,0.65,0.42
961734,Jogging,5.28,16.13,-8.31
961735,Jogging,-7.25,19.57,-6.28
961736,Jogging,-13.33,10.38,13.95
961737,Jogging,-3.98,3.68,-1.08
961738,Jogging,0.93,-7.12,9.58
961739,Jogging,6.55,-1.69,-6.78
961740,Jogging,2.72,0.19,-2.96
961741,Jogging,-10.61,14.79,-7.44
961742,Jogging,-15.32,19.57,5.09
961743,Jogging,-6.05,14.63,3.79
961744,Jogging,-6.05,14.63,3.79
961745,Jogging,1.57,10.76,0.5
961746,Jogging,7.12,7.46,10.8
961747,Jogging,6.28,1.38,4.02
961748,Jogging,4.33,4.63,0.08
961749,Jogging,2.96,19.08,-8.01
961750,Jogging,-9.81,19.46,0.04
961751,Jogging,-11.5,4.56,8.39
961752,Jogging,-7.46,0.34,-6.55
961753,Jogging,2.34,-7.74,10.76
961754,Jogging,6.97,-2.22,-10.69
961755,Jogging,1.31,2.56,0.04
961756,Jogging,-13.57,17.73,-5.98
961757,Jogging,-9.58,16.97,2.26
961758,Jogging,-7.04,16.44,-0.27
961759,Jogging,0.34,15.79,3.79
961760,Jogging,5.18,9.23,9.72
961761,Jogging,7.74,4.33,4.6
961762,Jogging,5.52,0.23,3.76
961763,Jogging,5.28,2.26,-1.42
961764,Jogging,9.34,18.24,-9.04
961765,Jogging,-1.42,19.57,-1.46
961766,Jogging,-11.69,9.34,10.08
961767,Jogging,-4.02,2.87,-0.53
961768,Jogging,-1.18,-5.33,11.65
961769,Jogging,10.31,-4.75,-10.27
961770,Jogging,2.11,1.12,-1.31
961771,Jogging,-10.31,14.48,-4.1
961772,Jogging,-18.77,18.85,6.02
961773,Jogging,-8.85,10.5,0.95
961774,Jogging,-4.18,14.37,-1.42
961775,Jogging,3.21,14.9,7.16
961776,Jogging,7.21,6.85,6.7
961777,Jogging,7.55,0.57,2.03
961778,Jogging,3.11,1.76,0.19
961779,Jogging,3.87,17.01,-8.47
961780,Jogging,-16.63,19.57,-0.3
961781,Jogging,-10.99,4.4,15.17
961782,Jogging,-5.37,3.26,-5.18
961783,Jogging,-1.73,-4.25,-0.23
961784,Jogging,12.57,-9.28,3.21
961785,Jogging,2.11,0.99,-2.53
961786,Jogging,-9.3,12.76,-4.37
961787,Jogging,-15.79,18.89,2.98
961788,Jogging,-10.11,13.14,1.8
961789,Jogging,-7.7,16.7,2.3
961790,Jogging,1.12,14.44,6.47
961791,Jogging,8.66,8.12,7.12
961792,Jogging,11.56,3.21,2.91
961793,Jogging,2.91,0.53,1.99
961794,Jogging,1.42,13.95,-2.79
961795,Jogging,-18.39,19.57,-5.48
961796,Jogging,-16.28,6.78,11.69
961797,Jogging,-7.35,1.69,-0.99
961798,Jogging,-2.26,-4.33,3.49
961799,Jogging,8.77,-6.89,2.72
961800,Jogging,3.49,0.72,-3.87
961801,Jogging,-0.11,6.44,-5.79
961802,Jogging,-16.78,12.57,5.18
961803,Jogging,-10.08,12.57,5.18
961804,Jogging,-4.9,17.39,6.74
961805,Jogging,-1.53,10.57,-2.79
961806,Jogging,5.33,7.08,11.6
961807,Jogging,10.8,4.29,4.29
961808,Jogging,2.79,5.09,-0.46
961809,Jogging,-1.61,17.82,-6.24
961810,Jogging,-19.61,19.57,-1.46
961811,Jogging,-18.85,4.4,11.45
961812,Jogging,-6.93,-0.11,-1.46
961813,Jogging,0.46,-8.31,11.37
961814,Jogging,5.48,-2.64,-8.24
961815,Jogging,2.76,1.69,-1.84
961816,Jogging,-7.59,14.02,-9.62
961817,Jogging,-15.98,17.54,2.96
961818,Jogging,-9.28,10.0,4.37
961819,Jogging,-4.75,17.5,9.7
961820,Jogging,-1.5,10.57,-2.91
961821,Jogging,3.45,8.31,9.38
961822,Jogging,11.14,4.21,5.43
961823,Jogging,4.14,2.76,-0.38
961824,Jogging,-0.34,16.63,-6.51
961825,Jogging,-19.57,19.53,-0.3
961826,Jogging,-18.31,4.18,13.53
961827,Jogging,-5.9,0.99,-4.14
961828,Jogging,-5.9,0.99,-4.14
961829,Jogging,-0.72,-6.24,6.02
961830,Jogging,10.73,-0.27,-3.11
961831,Jogging,1.95,0.84,0.38
961832,Jogging,-9.19,11.35,-10.88
961833,Jogging,-16.32,17.92,3.41
961834,Jogging,-11.84,13.8,3.83
961835,Jogging,-0.99,16.7,10.04
961836,Jogging,-3.15,9.77,-2.07
961837,Jogging,5.79,6.13,9.28
961838,Jogging,11.11,4.52,2.53
961839,Jogging,4.14,3.72,-2.91
961840,Jogging,-4.94,18.2,-7.4
961841,Jogging,-18.05,16.21,4.86
961842,Jogging,-14.02,1.5,9.66
961843,Jogging,-4.94,1.08,-4.63
961844,Jogging,-0.42,-5.75,5.41
961845,Jogging,11.8,-1.42,-5.41
961846,Jogging,1.31,1.73,-1.38
961847,Jogging,-8.77,10.73,-1.99
961848,Jogging,-18.58,19.34,7.25
961849,Jogging,-8.96,12.22,1.99
961850,Jogging,1.23,11.54,1.12
961851,Jogging,4.02,8.69,7.74
961852,Jogging,8.81,4.29,4.6
961853,Jogging,4.79,1.99,0.95
961854,Jogging,0.04,14.56,-3.06
961855,Jogging,-19.3,19.57,-3.34
961856,Jogging,-17.16,5.63,11.75
961857,Jogging,-7.97,-0.65,-3.79
961858,Jogging,0.5,-7.74,7.67
961859,Jogging,7.08,0.76,-6.32
961860,Jogging,3.99,4.1,-3.11
961861,Jogging,-11.33,15.28,-6.78
961862,Jogging,-15.66,14.86,4.06
961863,Jogging,-14.06,12.98,3.64
961864,Jogging,-6.97,16.55,8.73
961865,Jogging,-2.98,11.26,-3.34
961866,Jogging,5.98,6.93,12.41
961867,Jogging,9.96,6.74,4.44
961868,Jogging,1.5,5.79,0.93
961869,Jogging,-9.7,19.23,-8.39
961870,Jogging,-19.61,18.54,-0.34
961871,Jogging,-15.66,0.15,15.75
961872,Jogging,-4.94,-0.15,-6.78
961873,Jogging,3.15,-8.85,9.08
961874,Jogging,6.74,0.93,-8.81
961875,Jogging,2.98,5.43,-3.6
961876,Jogging,-11.33,15.47,-7.12
961877,Jogging,-17.43,17.2,4.06
961878,Jogging,-16.09,13.67,4.6
961879,Jogging,-6.78,14.71,0.65
961880,Jogging,-4.71,11.96,-2.75
961881,Jogging,10.12,9.47,13.38
961882,Jogging,8.62,4.52,2.72
961883,Jogging,1.88,4.4,-0.04
961884,Jogging,-4.33,17.82,-6.28
961885,Jogging,-19.61,19.53,-2.34
961886,Jogging,-18.85,2.98,15.32
961887,Jogging,-4.86,0.27,-1.14
961888,Jogging,0.38,-7.97,5.41
961889,Jogging,7.89,-3.68,-6.32
961890,Jogging,1.61,0.34,0.99
961891,Jogging,-16.63,15.21,-4.56
961892,Jogging,-15.17,14.63,1.61
961893,Jogging,-10.38,14.21,-0.34
961894,Jogging,0.42,10.0,8.54
961895,Jogging,0.8,9.81,3.99
961896,Jogging,8.58,8.39,5.22
961897,Jogging,7.46,3.21,0.89
961898,Jogging,-2.83,11.88,-2.07
961899,Jogging,-18.39,19.57,-7.74
961900,Jogging,-17.43,8.66,13.1
961901,Jogging,-6.02,1.42,0.15
961902,Jogging,-2.22,-2.87,-2.18
961903,Jogging,9.47,-13.76,10.42
961904,Jogging,9.47,-13.76,10.42
961905,Jogging,1.61,0.38,-0.61
961906,Jogging,-12.26,8.43,-6.21
961907,Jogging,-19.38,19.15,1.46
961908,Jogging,-14.82,16.66,1.84
961909,Jogging,-1.46,13.72,10.0
961910,Jogging,2.87,9.81,6.24
961911,Jogging,7.63,8.58,5.43
